Country Name;Country Code;Indicator Name;Indicator Code;Year;Value
Burkina Faso;BFA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.69299983978271
Bangladesh;BGD;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.43800020217896
Bulgaria;BGR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.23000001907349
Bahrain;BHR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;1.19599997997284
Bahamas; The;BHS;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;10
Bosnia and Herzegovina;BIH;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;15.6899995803833
Belarus;BLR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.15999984741211
Belize;BLZ;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.71099996566772
Bermuda;BMU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Bolivia;BOL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.8199999332428
Brazil;BRA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;11.9300003051758
Barbados;BRB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.40999984741211
Brunei Darussalam;BRN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.92000007629395
Bhutan;BTN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.50200009346008
Botswana;BWA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;22.6100006103516
Central African Republic;CAF;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.6230001449585
Canada;CAN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.65999984741211
Central Europe and the Baltics;CEB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.78125137870702
Switzerland;CHE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.3899998664856
Channel Islands;CHI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.41300010681152
Chile;CHL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;7.28999996185303
China;CHN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.51999998092651
Cote d'Ivoire;CIV;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.31800007820129
Cameroon;CMR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.63800001144409
Congo; Dem. Rep.;COD;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;4.45100021362305
Congo; Rep.;COG;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;20.6140003204346
Colombia;COL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;9.96000003814697
Comoros;COM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.08199977874756
Cabo Verde;CPV;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;12.2189998626709
Costa Rica;CRI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;11.4899997711182
Caribbean small states;CSS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.01764027020282
Cuba;CUB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;1.73500001430511
Curacao;CUW;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Cayman Islands;CYM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Cyprus;CYP;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;7.07000017166138
Czechia;CZE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.00999999046326
Germany;DEU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.14000010490417
Djibouti;DJI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;26.3570003509521
Dominica;DMA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Denmark;DNK;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.01999998092651
Dominican Republic;DOM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.3600001335144
Algeria;DZA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;10.5129995346069
East Asia & Pacific (excluding high income);EAP;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.8953258548777
Early-demographic dividend;EAR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.53010474244021
East Asia & Pacific;EAS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.82100312643388
Europe & Central Asia (excluding high income);ECA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;7.26470592305491
Europe & Central Asia;ECS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.67035727529091
Ecuador;ECU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.80999994277954
Egypt; Arab Rep.;EGY;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;9.81999969482422
Euro area;EMU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;7.53479477259293
Eritrea;ERI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.99399995803833
Spain;ESP;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;14.1000003814697
Estonia;EST;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.44999980926514
Ethiopia;ETH;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.32599997520447
European Union;EUU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.69189042036088
Fragile and conflict affected situations;FCS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.52351559164095
Finland;FIN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.69000005722046
Fiji;FJI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.44799995422363
France;FRA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.40999984741211
Faroe Islands;FRO;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Micronesia; Fed. Sts.;FSM;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;
Gabon;GAB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;20.742000579834
United Kingdom;GBR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.74000000953674
Georgia;GEO;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;11.5699996948242
Ghana;GHA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.31599998474121
Gibraltar;GIB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Guinea;GIN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.01999998092651
Gambia; The;GMB;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;9.47599983215332
Guinea-Bissau;GNB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.03599977493286
Equatorial Guinea;GNQ;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.67899990081787
Greece;GRC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;17.3099994659424
Grenada;GRD;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Greenland;GRL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Guatemala;GTM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.19000005722046
Guam;GUM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.5149998664856
Guyana;GUY;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;13.9919996261597
High income;HIC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.7727923080854
Hong Kong SAR; China;HKG;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;2.8199999332428
Honduras;HND;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.69999980926514
Heavily indebted poor countries (HIPC);HPC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.70612426696845
Croatia;HRV;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.61999988555908
Haiti;HTI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;13.914999961853
Hungary;HUN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.42000007629395
IBRD only;IBD;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.66386859639336
IDA & IBRD total;IBT;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.49053260362945
IDA total;IDA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.89451422697806
IDA blend;IDB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.71355089896555
Indonesia;IDN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.61999988555908
IDA only;IDX;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.53343685501964
Isle of Man;IMN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
India;IND;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.26999998092651
Not classified;INX;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Ireland;IRL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.94999980926514
Iran; Islamic Rep.;IRN;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;12.1899995803833
Iraq;IRQ;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;12.8629999160767
Iceland;ISL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.50999999046326
Israel;ISR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.79999995231628
Italy;ITA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;9.94999980926514
Jamaica;JAM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;7.69000005722046
Jordan;JOR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;16.8099994659424
Japan;JPN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.40000009536743
Kazakhstan;KAZ;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.80000019073486
Kenya;KEN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.01000022888184
Kyrgyz Republic;KGZ;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.91800022125244
Cambodia;KHM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;0.146999999880791
Kiribati;KIR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
St. Kitts and Nevis;KNA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Korea; Rep.;KOR;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;3.8199999332428
Kuwait;KWT;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.16700005531311
Latin America & Caribbean (excluding high income);LAC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.08654646332871
Lao PDR;LAO;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;0.851999998092651
Lebanon;LBN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;11.3500003814697
Liberia;LBR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.01500010490417
Libya;LBY;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;19.6550006866455
St. Lucia;LCA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;15.3199996948242
Latin America & Caribbean;LCN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;7.93170248864095
Least developed countries: UN classification;LDC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.54982673237125
Low income;LIC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.10822562771868
Liechtenstein;LIE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Sri Lanka;LKA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.34999990463257
Lower middle income;LMC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.03437520660751
Low & middle income;LMY;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.48815419275458
Lesotho;LSO;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;22.4400005340576
Late-demographic dividend;LTE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.14907988736648
Lithuania;LTU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.26000022888184
Luxembourg;LUX;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.59000015258789
Latvia;LVA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.30999994277954
Macao SAR; China;MAC;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;1.83000004291534
St. Martin (French part);MAF;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Morocco;MAR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;9.27999973297119
Monaco;MCO;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Moldova;MDA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.09999990463257
Madagascar;MDG;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;1.85699999332428
Maldives;MDV;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.34000015258789
Middle East & North Africa;MEA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;9.14592708290942
Mexico;MEX;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.48000001907349
Marshall Islands;MHL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Middle income;MIC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.52679064909761
North Macedonia;MKD;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;17.2600002288818
Mali;MLI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;7.44199991226196
Malta;MLT;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.61999988555908
Myanmar;MMR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;0.5
Middle East & North Africa (excluding high income);MNA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;10.7683129452041
Montenegro;MNE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;15.1199998855591
Mongolia;MNG;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.43900012969971
Northern Mariana Islands;MNP;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Mozambique;MOZ;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.46600008010864
Mauritania;MRT;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;10.3929996490479
Mauritius;MUS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.32999992370605
Malawi;MWI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.7519998550415
Malaysia;MYS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.25999999046326
North America;NAC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.89109362414895
Namibia;NAM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;19.988000869751
New Caledonia;NCL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;14.9099998474121
Niger;NER;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;0.554000020027161
Nigeria;NGA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.52999973297119
Nicaragua;NIC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.21099996566772
Netherlands;NLD;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.38000011444092
Norway;NOR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.69000005722046
Nepal;NPL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.09699988365173
Nauru;NRU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
New Zealand;NZL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.1100001335144
OECD members;OED;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.39747348882336
Oman;OMN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;1.84800004959106
Other small states;OSS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;9.78885919060163
Pakistan;PAK;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.54200005531311
Panama;PAN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.72599983215332
Peru;PER;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.38000011444092
Philippines;PHL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.24000000953674
Palau;PLW;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Papua New Guinea;PNG;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.44899988174438
Poland;POL;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.27999997138977
Pre-demographic dividend;PRE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.19586347430733
Puerto Rico;PRI;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.30000019073486
Korea; Dem. People's Rep.;PRK;Unemployment, total (% of total labor force) (modeled ILO estimate);2019;2.62599992752075
Portugal;PRT;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.46000003814697
Paraguay;PRY;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.59000015258789
West Bank and Gaza;PSE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;25.3400001525879
Pacific island small states;PSS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.87501478664192
Post-demographic dividend;PST;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.95480755561976
French Polynesia;PYF;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;12.2959995269775
Qatar;QAT;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;0.100000001490116
Romania;ROU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.91000008583069
Russian Federation;RUS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.5
Rwanda;RWA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;1.09800004959106
South Asia;SAS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.02001375525172
Saudi Arabia;SAU;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.6729998588562
Sudan;SDN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;17.6539993286133
Senegal;SEN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;2.85999989509583
Singapore;SGP;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.09999990463257
Solomon Islands;SLB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;0.754999995231628
Sierra Leone;SLE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.64900016784668
El Salvador;SLV;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.17000007629395
San Marino;SMR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Somalia;SOM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;18.8279991149902
Serbia;SRB;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;10.3900003433228
Sub-Saharan Africa (excluding high income);SSA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.61078444661189
South Sudan;SSD;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;12.2259998321533
Sub-Saharan Africa;SSF;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.61078444661189
Small states;SST;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;9.10801637894084
Sao Tome and Principe;STP;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;14.1440000534058
Suriname;SUR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.03999996185303
Slovak Republic;SVK;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.75
Slovenia;SVN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.44999980926514
Sweden;SWE;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.82999992370605
Eswatini;SWZ;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;22.8369998931885
Sint Maarten (Dutch part);SXM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Seychelles;SYC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Syrian Arab Republic;SYR;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.77299976348877
Turks and Caicos Islands;TCA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;
Chad;TCD;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;1.12300002574921
East Asia & Pacific (IDA & IBRD countries);TEA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.9148038782835
Europe & Central Asia (IDA & IBRD countries);TEC;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.7759275192817
Togo;TGO;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.71900010108948
Thailand;THA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;0.720000028610229
Tajikistan;TJK;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;7.06099987030029
Turkmenistan;TKM;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.26800012588501
Latin America & the Caribbean (IDA & IBRD countries);TLA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;8.03829707029298
Timor-Leste;TLS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;4.50500011444092
Middle East & North Africa (IDA & IBRD countries);TMN;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;10.6049868199962
Tonga;TON;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;3.06200003623962
South Asia (IDA & IBRD);TSA;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;5.02001375525172
Sub-Saharan Africa (IDA & IBRD countries);TSS;Unemployment, total (% of total labor force) (modeled ILO estimate);SL.UEM.TOTL.ZS;2019;6.61078444661189
